,상호명,지점명,대분류,중분류,소분류,시도명,시군구명,행정동명,법정동명,지번주소,경도,위도
595,GS,천호삼성점,소매,종합소매점,편의점,서울특별시,강동구,천호3동,천호동,서울특별시 강동구 천호동 169-13,127.13436013563299,37.5382469032212
867,CU역삼달샘점,역삼달샘점,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 637-9,127.032798678569,37.501885197674106
920,세븐일레븐대치코스모스점B,,소매,종합소매점,편의점,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 대치동 1001-6,127.06489028222401,37.5077932234843
1016,까치마트,,소매,종합소매점,편의점,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡동 343-2,126.846173942403,37.5321425176074
1104,GS25안암학사,,소매,종합소매점,편의점,서울특별시,성북구,안암동,안암동5가,서울특별시 성북구 안암동5가 1-2,127.030957744251,37.5864875767796
1108,GS25,자양한강점,소매,종합소매점,편의점,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 자양동 81,127.06450386077299,37.534218085491204
1243,비지에프리테일서울산업대제2학생회관점,,소매,종합소매점,편의점,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 공릉동 172,127.07677110345199,37.6330692342399
1583,CU,편의점,소매,종합소매점,편의점,서울특별시,영등포구,신길4동,신길동,서울특별시 영등포구 신길동 236,126.911380170782,37.505532095816
1830,미니스톱등촌청림점,등촌청림점,소매,종합소매점,편의점,서울특별시,강서구,등촌1동,등촌동,서울특별시 강서구 등촌동 641-11,126.855787640067,37.556798280996496
1942,세븐일레븐,무교3호점,소매,종합소매점,편의점,서울특별시,중구,명동,다동,서울특별시 중구 다동 92,126.98170898832701,37.567853948186205
2023,지에스25용마파크,,소매,종합소매점,편의점,서울특별시,중랑구,면목4동,면목동,서울특별시 중랑구 면목동 1502-2,127.088467429783,37.5751960558954
2204,GS25,강남신성점,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 819,127.028185267629,37.4991892220306
2221,미니스톱,신사현대점,소매,종합소매점,편의점,서울특별시,강남구,신사동,신사동,서울특별시 강남구 신사동 583-3,127.02789685336398,37.5240469060232
2231,CU,응암중앙점,소매,종합소매점,편의점,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 응암동 110-1,126.920696586775,37.5999293622687
2237,세븐일레븐,,소매,종합소매점,편의점,서울특별시,구로구,구로5동,구로동,서울특별시 구로구 구로동 442-179,126.887975925104,37.496600979715204
2278,편의점사랑,,소매,종합소매점,편의점,서울특별시,성동구,왕십리도선동,도선동,서울특별시 성동구 도선동 311-25,127.032461889836,37.5638747012339
2355,미니스톱,디지털타워점,소매,종합소매점,편의점,서울특별시,성동구,성수2가1동,성수동2가,서울특별시 성동구 성수동2가 308-4,127.05185095988399,37.5424969474925
2374,씨유대치우일,,소매,종합소매점,편의점,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 대치동 907,127.05081332246999,37.5011482892563
2394,GS25강남센타,,소매,종합소매점,편의점,서울특별시,서초구,서초4동,서초동,서울특별시 서초구 서초동 1303-22,127.02408842294201,37.503750825160296
2401,미니스톰논현힐탑점,논현힐탑점,소매,종합소매점,편의점,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 논현동 175-1,127.03203063859199,37.510565069732706
2420,세븐일레븐,논현11호점,소매,종합소매점,편의점,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현동 111-29,127.04056639872499,37.517960277755
2484,미니스톱논현역2점,논현역2점,소매,종합소매점,편의점,서울특별시,서초구,반포1동,반포동,서울특별시 서초구 반포동 706-10,127.02111583014299,37.510529182003104
2619,CU,목동5단지점,소매,종합소매점,편의점,서울특별시,양천구,목5동,목동,서울특별시 양천구 목동 912,126.88185960560101,37.5351438670885
2690,개그스토리편의점,,소매,종합소매점,편의점,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 논현동 5-4,127.023751162943,37.5174890970778
2722,씨유장안플러스,,소매,종합소매점,편의점,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 장안동 430-2,127.066887724647,37.5653682273567
2754,인더라인25,,소매,종합소매점,편의점,서울특별시,양천구,신정4동,신정동,서울특별시 양천구 신정동 942-13,126.851032757964,37.5244409716545
2866,지에스25신월유진,,소매,종합소매점,편의점,서울특별시,양천구,신월7동,신월동,서울특별시 양천구 신월동 963-12,126.83504321963001,37.5217974662386
2965,신한편의점,,소매,종합소매점,편의점,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산동 371-59,126.88184149488998,37.4787293980852
3105,GS25가락타운,,소매,종합소매점,편의점,서울특별시,송파구,가락본동,가락동,서울특별시 송파구 가락동 76,127.120757089755,37.495985876438205
3379,토마토24시,,소매,종합소매점,편의점,서울특별시,광진구,중곡2동,중곡동,서울특별시 광진구 중곡동 116-4,127.088165918431,37.5544245416751
4311,비지에프휴먼넷훼미리마트,서울대정문점,소매,종합소매점,편의점,서울특별시,관악구,대학동,신림동,서울특별시 관악구 신림동 808-124,126.94764035541,37.4668902513176
4440,세븐일레븐신촌연세점,신촌연세점,소매,종합소매점,편의점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 91-6,126.93330997795,37.560407463722
4497,훼미리마트건대화양,,소매,종합소매점,편의점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 화양동 6-2,127.070128531305,37.5404977898043
4819,GS25,신당중앙점,소매,종합소매점,편의점,서울특별시,중구,청구동,신당동,서울특별시 중구 신당동 340-77,127.01245345310801,37.5575729147614
4914,CU동국대기숙사점,동국대기숙사점,소매,종합소매점,편의점,서울특별시,중구,장충동,장충동2가,서울특별시 중구 장충동2가 192-5,126.998499583547,37.5591493378003
5003,한강체인본부,체인본부,소매,종합소매점,편의점,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌동 302-17,126.97083958999599,37.5178147988691
5529,GS25광운문화관,,소매,종합소매점,편의점,서울특별시,노원구,월계1동,월계동,서울특별시 노원구 월계동 466,127.05757590643499,37.619816379247
5937,지에스25성내이안,,소매,종합소매점,편의점,서울특별시,강동구,성내2동,성내동,서울특별시 강동구 성내동 25-1,127.12793168242099,37.535442373976394
5984,세븐일레븐서초역점,서초역점,소매,종합소매점,편의점,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 서초동 1540-3,127.008217489212,37.489427036772206
6260,gs25역삼,,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 828-23,127.03341788551799,37.497718379866704
6275,해피타임편의점,편의점,소매,종합소매점,편의점,서울특별시,성동구,성수2가3동,성수동2가,서울특별시 성동구 성수동2가 289-26,127.054362371958,37.5461393075628
6309,CU,삼성한우리점,소매,종합소매점,편의점,서울특별시,강남구,삼성1동,삼성동,서울특별시 강남구 삼성동 152-55,127.056231155043,37.510995187181294
6626,편의점GS25,강서우장점,소매,종합소매점,편의점,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡동 1012-7,126.834989250303,37.5463591503889
6950,GS25,명륜스타점,소매,종합소매점,편의점,서울특별시,종로구,혜화동,명륜4가,서울특별시 종로구 명륜4가 113-1,127.000400639028,37.582051926401896
6966,GS25시흥뉴타운점,시흥뉴타운점,소매,종합소매점,편의점,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥동 904-21,126.90355776708701,37.448747715486896
6979,GS25,논현영동점,소매,종합소매점,편의점,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 논현동 141-7,127.022943189427,37.5100487327474
6988,GS25대치학원점,대치학원점,소매,종합소매점,편의점,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 대치동 988-17,127.06222129600701,37.4996265116081
7009,GS25,중구순화점,소매,종합소매점,편의점,서울특별시,중구,소공동,순화동,서울특별시 중구 순화동 66,126.972237127821,37.561059109498
7030,GS25,역삼태양점,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 644-19,127.034934914069,37.501109740897896
7031,GS25,로데오점,소매,종합소매점,편의점,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 신사동 659-9,127.037830314808,37.527534226103896
7146,GS25,독산정다운점,소매,종합소매점,편의점,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 독산동 332-47,126.892541229732,37.4677292552047
7147,GS금산초교점,,소매,종합소매점,편의점,서울특별시,금천구,시흥3동,시흥동,서울특별시 금천구 시흥동 941-8,126.90580795982001,37.4424611930433
7155,CU상도삼성점,상도삼성점,소매,종합소매점,편의점,서울특별시,동작구,상도2동,상도동,서울특별시 동작구 상도동 455,126.935213210011,37.506172833844296
7539,GS25목동제일,,소매,종합소매점,편의점,서울특별시,양천구,신정6동,신정동,서울특별시 양천구 신정동 314,126.867547862883,37.5223298722605
7670,LG25건대중앙,,소매,종합소매점,편의점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 화양동 7-5,127.068308775325,37.5412403293406
7740,CU,편의점,소매,종합소매점,편의점,서울특별시,강서구,염창동,염창동,서울특별시 강서구 염창동 282-26,126.87383681961799,37.5472226205953
7746,CU까치산점,까치산점,소매,종합소매점,편의점,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡동 348-30,126.845733651797,37.5328139919573
7813,GS25문래현대점,문래현대점,소매,종합소매점,편의점,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 문래동3가 83-3,126.890548852477,37.5198991239315
7822,GS25,불광래미안점,소매,종합소매점,편의점,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 불광동 638-1,126.937709927508,37.61160793399289
7889,GS25노량제일,,소매,종합소매점,편의점,서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 노량진동 72-3,126.942372525222,37.5134004795837
7920,GS25미아보람,,소매,종합소매점,편의점,서울특별시,강북구,미아동,미아동,서울특별시 강북구 미아동 125-40,127.02743744625799,37.6246807023292
8172,타임,,소매,종합소매점,편의점,서울특별시,성북구,안암동,안암동2가,서울특별시 성북구 안암동2가 143-1,127.02187147133101,37.5860432036719
8198,GS25오류타운점,,소매,종합소매점,편의점,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 오류동 156-96,126.841232876045,37.490961708775004
8209,CU,편의점,소매,종합소매점,편의점,서울특별시,광진구,군자동,군자동,서울특별시 광진구 군자동 53-11,127.075655673146,37.554750758779
8234,GS25문정제일,,소매,종합소매점,편의점,서울특별시,송파구,문정1동,문정동,서울특별시 송파구 문정동 25-6,127.125081171987,37.488854533263606
8446,에이치.큐브,,소매,종합소매점,편의점,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 도곡동 467-24,127.051841563354,37.486910828653606
8643,CU,자곡현대점,소매,종합소매점,편의점,서울특별시,강남구,세곡동,자곡동,서울특별시 강남구 자곡동 658,127.1049862375,37.47469248275979
8723,씨유면목베네스트,,소매,종합소매점,편의점,서울특별시,중랑구,면목본동,면목동,서울특별시 중랑구 면목동 555-16,127.08444677526899,37.5845808799954
8783,씨유중랑본,,소매,종합소매점,편의점,서울특별시,중랑구,상봉2동,상봉동,서울특별시 중랑구 상봉동 87-18,127.08876183457,37.5946969705166
8787,GS25묵동사랑점,묵동사랑점,소매,종합소매점,편의점,서울특별시,중랑구,묵1동,묵동,서울특별시 중랑구 묵동 318-1,127.07963931359801,37.616386366187
8905,디자인플러스,,소매,종합소매점,편의점,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 천호동 414,127.126969133867,37.5393908971807
9051,지에스25강남타운,,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 649-10,127.029872178567,37.4990499082617
9077,GS25역삼성보,,소매,종합소매점,편의점,서울특별시,강남구,역삼2동,역삼동,서울특별시 강남구 역삼동 709,127.04535977393299,37.502212641579106
9180,미니스톱,중화한신점,소매,종합소매점,편의점,서울특별시,중랑구,중화1동,중화동,서울특별시 중랑구 중화동 195-2,127.080872424841,37.5981048158697
9183,인더라인25시편의점,,소매,종합소매점,편의점,서울특별시,용산구,남영동,동자동,서울특별시 용산구 동자동 43-155,126.97146897586599,37.5494199595449
9212,지에스25대치사랑,,소매,종합소매점,편의점,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 대치동 904-19,127.056264472694,37.5029580355234
9265,지에스25서울역,,소매,종합소매점,편의점,서울특별시,용산구,남영동,동자동,서울특별시 용산구 동자동 43-120,126.97231088870001,37.5540406316575
9393,GS25동국타운,,소매,종합소매점,편의점,서울특별시,중구,장충동,장충동2가,서울특별시 중구 장충동2가 193-87,127.002139737034,37.55863052297379
9476,GS25,공덕데시앙점,소매,종합소매점,편의점,서울특별시,마포구,용강동,도화동,서울특별시 마포구 도화동 560,126.947862041938,37.54295872805479
9497,GS25화곡풀향기,,소매,종합소매점,편의점,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡동 1032-14,126.838402828081,37.5429688537466
9577,CU월곡솔하임점,월곡솔하임점,소매,종합소매점,편의점,서울특별시,성북구,월곡1동,하월곡동,서울특별시 성북구 하월곡동 88-510,127.02999246230101,37.6067710828301
9615,CU,양지병원점,소매,종합소매점,편의점,서울특별시,관악구,서원동,신림동,서울특별시 관악구 신림동 10-207,126.932877831933,37.4843013285499
9660,GS25김포공항역점,김포공항역점,소매,종합소매점,편의점,서울특별시,강서구,방화1동,마곡동,서울특별시 강서구 마곡동 736,126.819959765205,37.5686906085032
9671,세븐일레븐,회현희망점,소매,종합소매점,편의점,서울특별시,중구,회현동,회현동1가,서울특별시 중구 회현동1가 130-1,126.981716527836,37.5573208288682
9783,에프엔씨유통,,소매,종합소매점,편의점,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 신천동 7,127.099289046588,37.5198103241711
9853,세븐일레븐창동어울림점,창동어울림점,소매,종합소매점,편의점,서울특별시,도봉구,창5동,창동,서울특별시 도봉구 창동 823,127.04170880933701,37.6557480190183
10058,씨유뉴사당,,소매,종합소매점,편의점,서울특별시,동작구,사당1동,사당동,서울특별시 동작구 사당동 1045-8,126.977789174986,37.4768772982377
10095,CU,노원스타점,소매,종합소매점,편의점,서울특별시,노원구,상계2동,상계동,서울특별시 노원구 상계동 617,127.062255380977,37.655787000637496
10179,성동구민체육센터관리서무소,,소매,종합소매점,편의점,서울특별시,성동구,성수1가1동,성수동1가,서울특별시 성동구 성수동1가 685-697,127.044011658779,37.545830697915896
10242,푸른동산이십사태릉점,태릉점,소매,종합소매점,편의점,서울특별시,도봉구,방학3동,방학동,서울특별시 도봉구 방학동 271-1,127.026301369518,37.6613884450605
10265,엘지이십오시수유역점,수유역점,소매,종합소매점,편의점,서울특별시,강북구,번2동,번동,서울특별시 강북구 번동 433-53,127.03258736931002,37.6346434428068
10347,엘지25효창점,효창점,소매,종합소매점,편의점,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창동 3-292,126.96331153393,37.5468166877978
10365,엘지이십오시종로안국,,소매,종합소매점,편의점,서울특별시,종로구,가회동,재동,서울특별시 종로구 재동 104-1,126.98591011923,37.5769275533508
10500,GS25용산프라임점,용산프라임점,소매,종합소매점,편의점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 원효로1가 41,126.96970339143999,37.5403851155867
10585,위드미,아일렉스점,소매,종합소매점,편의점,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의도동 44-37,126.930756438093,37.518891384794294
10653,씨유남구로명인,,소매,종합소매점,편의점,서울특별시,구로구,가리봉동,가리봉동,서울특별시 구로구 가리봉동 115-11,126.89103821654301,37.483762828480394
10749,지에스25압구정현대,,소매,종합소매점,편의점,서울특별시,강남구,압구정동,압구정동,서울특별시 강남구 압구정동 369-1,127.028304754856,37.5335923889483
10821,세븐일레븐,구로이스페이스점,소매,종합소매점,편의점,서울특별시,구로구,구로3동,구로동,서울특별시 구로구 구로동 212-26,126.892542504059,37.4837318866688
10999,GS25,자양타워점,소매,종합소매점,편의점,서울특별시,광진구,자양4동,자양동,서울특별시 광진구 자양동 17-1,127.06583073898001,37.5412297621216
11024,GS25,군자CGV점,소매,종합소매점,편의점,서울특별시,광진구,능동,능동,서울특별시 광진구 능동 282-1,127.07870666129699,37.55514403533721
11333,GS25사당위브점,사당위브점,소매,종합소매점,편의점,서울특별시,동작구,사당3동,사당동,서울특별시 동작구 사당동 262-8,126.972083582447,37.485667134738705
11375,GS25,금천문일점,소매,종합소매점,편의점,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥동 991-47,126.900113844309,37.450851209277296
11438,비지에프리테일연대생활과학,대학점,소매,종합소매점,편의점,서울특별시,서대문구,신촌동,신촌동,서울특별시 서대문구 신촌동 134,126.94291681751601,37.5638006863037
11457,GS25가재울현대,,소매,종합소매점,편의점,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 남가좌동 197-5,126.91965771363701,37.573870962676004
11610,비지에프휴먼넷,고대중앙광장점,소매,종합소매점,편의점,서울특별시,성북구,안암동,안암동5가,서울특별시 성북구 안암동5가 1-2,127.030957744251,37.5864875767796
11770,24시편의점,,소매,종합소매점,편의점,서울특별시,강서구,우장산동,내발산동,서울특별시 강서구 내발산동 648-15,126.843757775229,37.557455967723705
11987,CU,화랑대역점,소매,종합소매점,편의점,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 공릉동 89-1,127.08361746095,37.620814405899
12017,CU,대치은마점,소매,종합소매점,편의점,서울특별시,강남구,대치1동,대치동,서울특별시 강남구 대치동 1021-10,127.060846270567,37.4983450971113
12076,CU,흑석역점,소매,종합소매점,편의점,서울특별시,동작구,흑석동,흑석동,서울특별시 동작구 흑석동 6-5,126.963994811679,37.5080596764593
12077,CU,묵동위더스빌점,소매,종합소매점,편의점,서울특별시,중랑구,묵1동,묵동,서울특별시 중랑구 묵동 169-11,127.077113204179,37.61456455510471
12099,세븐일레븐,양재바우뫼로점,소매,종합소매점,편의점,서울특별시,서초구,양재1동,양재동,서울특별시 서초구 양재동 18,127.039621235615,37.482243758568
12126,CU,논현한진점,소매,종합소매점,편의점,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현동 105-4,127.037079229017,37.520833288659894
12133,CU,마포월드점,소매,종합소매점,편의점,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥동 18-1,126.945668452135,37.554085048063996
12306,Logein,,소매,종합소매점,편의점,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 서초동 1366-4,127.032940495121,37.4847482687652
12775,365플러스편의점,화양점,소매,종합소매점,편의점,서울특별시,광진구,화양동,화양동,서울특별시 광진구 화양동 17-10,127.06959006915899,37.5474046109475
12825,GS25,신월초교점,소매,종합소매점,편의점,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 화곡동 1081-7,126.83818398522399,37.540299639303
12832,한성매접,,소매,종합소매점,편의점,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 등촌동 14-7,126.84802325229299,37.5641653032089
13107,CU,KT리마크빌점,소매,종합소매점,편의점,서울특별시,중구,신당동,흥인동,서울특별시 중구 흥인동 86,127.01644066132499,37.565940863069
13288,GS25,연신내대조점,소매,종합소매점,편의점,서울특별시,은평구,대조동,대조동,서울특별시 은평구 대조동 187-7,126.922585058464,37.6166066826762
13391,지에스편의점,,소매,종합소매점,편의점,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 대치동 941-16,127.06027884452499,37.4994038322821
13402,세븐일레븐,대치16호점,소매,종합소매점,편의점,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 대치동 900-8,127.052247273882,37.5022320597098
13524,365PLUS편의점,,소매,종합소매점,편의점,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 시흥동 929,126.909261530372,37.447439903664495
13576,세븐일레븐,,소매,종합소매점,편의점,서울특별시,강남구,개포2동,개포동,서울특별시 강남구 개포동 168-10,127.05984469007099,37.483514718609904
13577,미니스톱,,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 817-1,127.02752270341001,37.5005713940211
13608,위드미,영등포소방서점,소매,종합소매점,편의점,서울특별시,영등포구,영등포동,영등포동4가,서울특별시 영등포구 영등포동4가 63,126.90496174664801,37.5182946242886
13695,훼미리마트방배드림,,소매,종합소매점,편의점,서울특별시,서초구,방배4동,방배동,서울특별시 서초구 방배동 863-4,126.98582962471001,37.4876150730923
13761,GS25,도곡렉슬점,소매,종합소매점,편의점,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 도곡동 527-3,127.05270730979099,37.4953606864046
13765,미테,,소매,종합소매점,편의점,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 신사동 592-2,127.02849479458901,37.52242993350129
13829,미니스톱,상수점,소매,종합소매점,편의점,서울특별시,마포구,서강동,상수동,서울특별시 마포구 상수동 141-7,126.92523861409201,37.5478818986836
13960,세븐일레븐,석촌호수점,소매,종합소매점,편의점,서울특별시,송파구,송파1동,송파동,서울특별시 송파구 송파동 7-4,127.105216364301,37.5094301379565
14068,365플러스편의점,,소매,종합소매점,편의점,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산동 140-78,126.889482003664,37.478134685515
14141,CU성수한진점,성수한진점,소매,종합소매점,편의점,서울특별시,성동구,성수1가1동,성수동1가,서울특별시 성동구 성수동1가 704,127.045750984936,37.5407718573172
14240,훼미리마트목동하이스트,,소매,종합소매점,편의점,서울특별시,양천구,목1동,목동,서울특별시 양천구 목동 404-5,126.877333731222,37.5238199146028
14468,세븐일레븐르네상스점,르네상스점,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 677-6,127.04037147051201,37.503145363172294
14564,진로베스토아,,소매,종합소매점,편의점,서울특별시,강남구,신사동,신사동,서울특별시 강남구 신사동 537-7,127.02315653182801,37.517979759153796
14638,CU,강남구청역점,소매,종합소매점,편의점,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현동 111-22,127.040489187437,37.518689503487394
14683,훼미리마트성북돈암,,소매,종합소매점,편의점,서울특별시,성북구,돈암1동,돈암동,서울특별시 성북구 돈암동 631,127.02736897646002,37.6038481439451
14738,세븐일레븐도곡2호점,도곡2호점,소매,종합소매점,편의점,서울특별시,강남구,도곡1동,도곡동,서울특별시 강남구 도곡동 900-2,127.03993518877701,37.487751774416
14834,CU,성수뚝섬점,소매,종합소매점,편의점,서울특별시,성동구,성수1가2동,성수동1가,서울특별시 성동구 성수동1가 656-997,127.045309180879,37.5487966365611
14914,GS25서울스퀘어,,소매,종합소매점,편의점,서울특별시,중구,회현동,남대문로5가,서울특별시 중구 남대문로5가 541,126.973739611968,37.5554947274348
14982,CU편의점역삼역촌,,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 605-23,127.03311934767,37.5059605899908
15003,미니스톱종로6가,,소매,종합소매점,편의점,서울특별시,종로구,종로5.6가동,종로6가,서울특별시 종로구 종로6가 247-1,127.006519698592,37.5714352495507
15039,GS25시,,소매,종합소매점,편의점,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 잠실동 175,127.07902912050501,37.510526383519
15050,GS편의점도봉북서울점,북서울점,소매,종합소매점,편의점,서울특별시,도봉구,도봉1동,도봉동,서울특별시 도봉구 도봉동 564-17,127.044740389843,37.6818394297614
15052,CU,강서한아름점,소매,종합소매점,편의점,서울특별시,강서구,화곡4동,화곡동,서울특별시 강서구 화곡동 504-141,126.861723619166,37.535609243717104
15092,씨유중곡중앙,,소매,종합소매점,편의점,서울특별시,광진구,중곡4동,중곡동,서울특별시 광진구 중곡동 100-17,127.09185049182301,37.5567055664657
15098,미니스톱장안쉐르빌,,소매,종합소매점,편의점,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 장안동 383-3,127.06929515771401,37.5702078352421
15184,CU,신월미소지움점,소매,종합소매점,편의점,서울특별시,양천구,신월4동,신월동,서울특별시 양천구 신월동 442-11,126.841279929053,37.52303918021661
15417,GS25편의점,,소매,종합소매점,편의점,서울특별시,강서구,염창동,염창동,서울특별시 강서구 염창동 289,126.86884108717,37.555049915514296
15533,거꾸로가는기차,,소매,종합소매점,편의점,서울특별시,동대문구,이문1동,이문동,서울특별시 동대문구 이문동 326-11,127.05967962618999,37.5948833362542
15549,훼미리마트바비엥,,소매,종합소매점,편의점,서울특별시,중구,소공동,순화동,서울특별시 중구 순화동 215,126.969525992999,37.56313490364771
15616,씨유수유빨래골,,소매,종합소매점,편의점,서울특별시,강북구,수유1동,수유동,서울특별시 강북구 수유동 57-80,127.017944526267,37.630684062559205
15627,CU,불광현대점,소매,종합소매점,편의점,서울특별시,은평구,불광2동,불광동,서울특별시 은평구 불광동 89-1,126.92868553261101,37.6256274711375
15789,GS25편의점게이트웨이,,소매,종합소매점,편의점,서울특별시,용산구,남영동,동자동,서울특별시 용산구 동자동 12,126.97354083841999,37.553483673829795
15844,세븐일레븐신사4호,,소매,종합소매점,편의점,서울특별시,강남구,신사동,신사동,서울특별시 강남구 신사동 541-19,127.02379152068899,37.5187328822971
15992,GS25,강북번동점,소매,종합소매점,편의점,서울특별시,도봉구,창3동,창동,서울특별시 도봉구 창동 569-78,127.03916469761002,37.638580652636705
16172,CU,삼성물산점,소매,종합소매점,편의점,서울특별시,서초구,서초2동,서초동,서울특별시 서초구 서초동 1321-15,127.025683828146,37.4967357683727
16537,CU,신천명인점,소매,종합소매점,편의점,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 잠실동 183,127.083071975735,37.5110624284094
16570,24인더라인,,소매,종합소매점,편의점,서울특별시,강서구,화곡6동,화곡동,서울특별시 강서구 화곡동 987-7,126.84801010564199,37.5503163015795
16619,세븐일레븐,,소매,종합소매점,편의점,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 논현동 96,127.036632286889,37.5212801700823
16635,세븐일레븐,역삼MG스타점,소매,종합소매점,편의점,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 705-19,127.04822290823499,37.5047496908904
16650,위드미,,소매,종합소매점,편의점,서울특별시,중구,장충동,장충동2가,서울특별시 중구 장충동2가 191-6,127.003146876486,37.559495022971504
16805,타임스토아,,소매,종합소매점,편의점,서울특별시,마포구,합정동,합정동,서울특별시 마포구 합정동 444-11,126.90642302004,37.550700580078
16834,GS25,서강대학사점,소매,종합소매점,편의점,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 신수동 1-1,126.943045399174,37.551493628889105
17518,세븐일레븐광고회관점,광고회관점,소매,종합소매점,편의점,서울특별시,송파구,잠실6동,신천동,서울특별시 송파구 신천동 7-11,127.09958434594401,37.515947041065104
17563,GS25석계그랑빌,,소매,종합소매점,편의점,서울특별시,노원구,월계3동,월계동,서울특별시 노원구 월계동 18,127.06705958757,37.618720389304
17672,GS25서초서일점,서초서일점,소매,종합소매점,편의점,서울특별시,서초구,서초1동,서초동,서울특별시 서초구 서초동 1432-25,127.022103266752,37.48425359000029
19435,CU,건대정문점,소매,종합소매점,편의점,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양동 225-64,127.076132982037,37.5390041201084
20421,CU,동작구청2호점,소매,종합소매점,편의점,서울특별시,동작구,노량진2동,노량진동,서울특별시 동작구 노량진동 244-12,126.938978308088,37.5118562793265
20716,세븐일레븐,남성역점,소매,종합소매점,편의점,서울특별시,동작구,사당4동,사당동,서울특별시 동작구 사당동 250-2,126.971138633599,37.4844875403751
22646,씨제이올리브영,안국점,소매,종합소매점,편의점,서울특별시,종로구,삼청동,안국동,서울특별시 종로구 안국동 175-3,126.98380518526501,37.5760354424575
22804,로그인편의점성신여대점,성신여대점,소매,종합소매점,편의점,서울특별시,성북구,동선동,동선동4가,서울특별시 성북구 동선동4가 304-1,127.019822761462,37.596352135515204
