,상호명,지점명,대분류,중분류,소분류,시도명,시군구명,행정동명,법정동명,지번주소,경도,위도
146861,롯데마켓999,연신내점,소매,종합소매점,수퍼마켓,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 갈현동 395-6,126.91988220878099,37.6202221317245
146862,서울마트,,소매,종합소매점,수퍼마켓,서울특별시,양천구,신월1동,신월동,서울특별시 양천구 신월동 220-23,126.83457437771798,37.5279379089178
146898,서울매점,,소매,종합소매점,수퍼마켓,서울특별시,동대문구,청량리동,청량리동,서울특별시 동대문구 청량리동 40-9,127.049817107773,37.58414501021839
146924,코리아마트현대점,현대점,소매,종합소매점,수퍼마켓,서울특별시,구로구,개봉2동,개봉동,서울특별시 구로구 개봉동 258-25,126.858443569816,37.49022822980721
147265,대흥할인마트,,소매,종합소매점,수퍼마켓,서울특별시,양천구,목5동,목동,서울특별시 양천구 목동 901,126.878486367164,37.541283988943206
147334,알지수퍼,,소매,종합소매점,수퍼마켓,서울특별시,강동구,암사3동,암사동,서울특별시 강동구 암사동 446-25,127.134472720297,37.5549352658824
147507,동원슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,용산구,이태원2동,이태원동,서울특별시 용산구 이태원동 565,126.98761241307501,37.537305260235705
147549,그린슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,미성동,신림동,서울특별시 관악구 신림동 1574-4,126.920155418135,37.482077273665396
147578,우리홈마트,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,신길5동,신길동,서울특별시 영등포구 신길동 440-88,126.904725590971,37.497298094996
147799,현대슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,성동구,성수1가1동,성수동1가,서울특별시 성동구 성수동1가 102-2,127.04700468651698,37.5391781124268
147839,드림마트,,소매,종합소매점,수퍼마켓,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양동 794,127.077336427118,37.5377610662174
148133,웰팜,동부이촌점,소매,종합소매점,수퍼마켓,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌동 300-23,126.975003784208,37.5193737827583
148242,휴먼24,중랑역점,소매,종합소매점,수퍼마켓,서울특별시,중랑구,중화2동,중화동,서울특별시 중랑구 중화동 208-16,127.07517787023899,37.5943119894159
148253,유정마트,,소매,종합소매점,수퍼마켓,서울특별시,성동구,용답동,용답동,서울특별시 성동구 용답동 150-1,127.05014389899999,37.566442102547605
148275,압구정마트,,소매,종합소매점,수퍼마켓,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 신사동 629-12,127.032370282859,37.5219301283241
148309,건영7마트,,소매,종합소매점,수퍼마켓,서울특별시,금천구,시흥5동,시흥동,서울특별시 금천구 시흥동 384-12,126.91048434423,37.4496227226785
148349,현대마트,,소매,종합소매점,수퍼마켓,서울특별시,송파구,방이2동,방이동,서울특별시 송파구 방이동 119-1,127.11576603948099,37.5106899701545
148468,국민슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 불광동 554-16,126.932232780489,37.6120630790467
148487,롯데쇼핑아울렛서울역점,서울역점,소매,종합소매점,수퍼마켓,서울특별시,중구,회현동,봉래동2가,서울특별시 중구 봉래동2가 122-11,126.969506078632,37.5547189980799
148541,대동슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,은평구,구산동,구산동,서울특별시 은평구 구산동 179-2,126.907245984096,37.60901411819479
148693,고려할인마트,,소매,종합소매점,수퍼마켓,서울특별시,마포구,염리동,염리동,서울특별시 마포구 염리동 9-88,126.947827154598,37.5559063870756
148767,대성마트,,소매,종합소매점,수퍼마켓,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 역촌동 58-27,126.911193272861,37.603950771556796
148791,우리슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,중화1동,중화동,서울특별시 중랑구 중화동 282-5,127.07993319050101,37.6054049580293
148813,호돌이수퍼,,소매,종합소매점,수퍼마켓,서울특별시,마포구,아현동,아현동,서울특별시 마포구 아현동 347-35,126.951052949958,37.556700975214795
148989,희망할인마트,,소매,종합소매점,수퍼마켓,서울특별시,구로구,고척2동,고척동,서울특별시 구로구 고척동 226-32,126.853368282245,37.5078485069506
149005,동주수퍼,,소매,종합소매점,수퍼마켓,서울특별시,중구,동화동,신당동,서울특별시 중구 신당동 52-107,127.018920884849,37.5623933633057
149091,경희마트,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,망우3동,망우동,서울특별시 중랑구 망우동 436-27,127.09942915541599,37.5899852820288
149378,칠성슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 중곡동 255-5,127.077705055138,37.5611101743916
149387,굿모닝할인마트,,소매,종합소매점,수퍼마켓,서울특별시,동작구,대방동,대방동,서울특별시 동작구 대방동 5-24,126.93297685556999,37.5059544227946
149413,국민남영마트,,소매,종합소매점,수퍼마켓,서울특별시,용산구,효창동,효창동,서울특별시 용산구 효창동 275,126.959436073406,37.5398625841402
149431,국제마트,,소매,종합소매점,수퍼마켓,서울특별시,용산구,이태원1동,이태원동,서울특별시 용산구 이태원동 127-24,126.995417486744,37.5341101256677
149440,지엔엠하나,대투점,소매,종합소매점,수퍼마켓,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의도동 27-3,126.92183324377899,37.5226667320988
149768,롯데쇼핑롯데마트청량리점,롯데마트청량리점,소매,종합소매점,수퍼마켓,서울특별시,동대문구,전농1동,전농동,서울특별시 동대문구 전농동 591-53,127.051129904848,37.584191612424995
149833,제일슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,삼성동,신림동,서울특별시 관악구 신림동 393-31,126.93280516603399,37.4719202287551
149856,사랑슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,강남구,개포2동,개포동,서울특별시 강남구 개포동 187,127.069016840994,37.4879034262336
149955,동성슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,강동구,천호1동,천호동,서울특별시 강동구 천호동 233-4,127.135011412129,37.54749650524221
150063,자양수퍼,,소매,종합소매점,수퍼마켓,서울특별시,광진구,자양3동,자양동,서울특별시 광진구 자양동 512-3,127.070339398799,37.536273515949794
150320,유명수퍼,,소매,종합소매점,수퍼마켓,서울특별시,동작구,노량진2동,노량진동,서울특별시 동작구 노량진동 307-159,126.939928457611,37.50865708353621
150457,도롱뇽,,소매,종합소매점,수퍼마켓,서울특별시,중구,약수동,신당동,서울특별시 중구 신당동 844,127.005641767187,37.547207781980504
150494,초록마을,압구정점,소매,종합소매점,수퍼마켓,서울특별시,강남구,압구정동,압구정동,서울특별시 강남구 압구정동 442,127.026981632115,37.5317974156021
150628,가영나라,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,영등포동,영등포동7가,서울특별시 영등포구 영등포동7가 29-45,126.90887544345301,37.523755124636104
150862,남일유통방이점,방이점,소매,종합소매점,수퍼마켓,서울특별시,송파구,방이1동,방이동,서울특별시 송파구 방이동 199,127.12353082799,37.5112073820913
151064,가고파슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,동작구,사당4동,사당동,서울특별시 동작구 사당동 276-1,126.972215919655,37.4817847462182
151086,동북식품,2호점,소매,종합소매점,수퍼마켓,서울특별시,구로구,가리봉동,가리봉동,서울특별시 구로구 가리봉동 124-2,126.887407407659,37.482323058598105
151139,모아생활용품D.C마트,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,망우3동,망우동,서울특별시 중랑구 망우동 531-40,127.096986392868,37.5906694347817
151310,대성마트,,소매,종합소매점,수퍼마켓,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 북아현동 125-1,126.95783070731501,37.55926589193471
151432,한강매점,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,영등포동,영등포동7가,서울특별시 영등포구 영등포동7가 94-200,126.909675904297,37.5231678292
151467,문정마트,,소매,종합소매점,수퍼마켓,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 중곡동 254-23,127.077088543103,37.5624569301839
151590,관악산휴게소종합매점,,소매,종합소매점,수퍼마켓,서울특별시,관악구,대학동,신림동,서울특별시 관악구 신림동 56-1,126.959279517057,37.4680295491979
151600,민병원구내매점,,소매,종합소매점,수퍼마켓,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 논현동 55-3,127.024294611766,37.5122404520603
151680,고려할인마트,,소매,종합소매점,수퍼마켓,서울특별시,마포구,염리동,염리동,서울특별시 마포구 염리동 9-89,126.947713862605,37.555914387802204
151726,햇빛촌묵일마트,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,묵1동,묵동,서울특별시 중랑구 묵동 157-6,127.08041538039,37.6168339265769
151733,새한슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,성동구,응봉동,응봉동,서울특별시 성동구 응봉동 193-118,127.031165532556,37.5494743547034
151815,이마트에브리데이,우면점,소매,종합소매점,수퍼마켓,서울특별시,서초구,양재1동,우면동,서울특별시 서초구 우면동 728,127.025086258779,37.463526862931204
152171,우리마트,,소매,종합소매점,수퍼마켓,서울특별시,광진구,자양1동,자양동,서울특별시 광진구 자양동 658-14,127.084382310373,37.5324996921039
152351,굴다리슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산동 4-7,126.88154481324699,37.484979853388
152484,사랑나들가게,,소매,종합소매점,수퍼마켓,서울특별시,마포구,망원1동,망원동,서울특별시 마포구 망원동 408-18,126.901926191451,37.55559653106
152579,코사마트,,소매,종합소매점,수퍼마켓,서울특별시,성동구,금호2.3가동,금호동2가,서울특별시 성동구 금호동2가 325,127.01958959908501,37.554550811237995
152626,롯데슈퍼,화곡3동점,소매,종합소매점,수퍼마켓,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡동 1051-27,126.839306004822,37.5423740424858
152631,뉴슈퍼스타,,소매,종합소매점,수퍼마켓,서울특별시,중구,신당동,신당동,서울특별시 중구 신당동 217-91,127.014922774282,37.56946029951639
152690,공간마트,,소매,종합소매점,수퍼마켓,서울특별시,서대문구,충현동,충정로3가,서울특별시 서대문구 충정로3가 465,126.964845533717,37.560273698660104
152708,영신마트,,소매,종합소매점,수퍼마켓,서울특별시,광진구,중곡1동,중곡동,서울특별시 광진구 중곡동 248-35,127.07664280594601,37.562804853989796
152719,갯마을슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,동작구,사당2동,동작동,서울특별시 동작구 동작동 101-2,126.981934379654,37.4971777825047
152722,스마일마트,,소매,종합소매점,수퍼마켓,서울특별시,구로구,고척2동,고척동,서울특별시 구로구 고척동 238-2,126.85307176931002,37.5080078154039
152765,엔젤마트,,소매,종합소매점,수퍼마켓,서울특별시,동대문구,장안1동,장안동,서울특별시 동대문구 장안동 361-4,127.06805574375099,37.566107302087495
152847,대림할인마트,,소매,종합소매점,수퍼마켓,서울특별시,동대문구,이문2동,이문동,서울특별시 동대문구 이문동 220-3,127.06651759732,37.604083199244705
152909,두산마트,,소매,종합소매점,수퍼마켓,서울특별시,성북구,월곡1동,하월곡동,서울특별시 성북구 하월곡동 222,127.038693032005,37.6074639935496
152930,삼성테스코홈플러스익스프레스압구정,,소매,종합소매점,수퍼마켓,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 신사동 660-18,127.036850947981,37.5280308317805
152949,암사농축산물공판장,,소매,종합소매점,수퍼마켓,서울특별시,강동구,암사1동,암사동,서울특별시 강동구 암사동 452-20,127.13721642212299,37.554522840935505
153076,영일슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광동 265-821,127.002079775482,37.5308687762809
153100,솔할인마트,,소매,종합소매점,수퍼마켓,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항동 672-11,126.81602180874799,37.555018603226706
153219,빙그레마트,,소매,종합소매점,수퍼마켓,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 공덕동 225-1,126.95248671435199,37.548874642854706
153326,서울할인마트,,소매,종합소매점,수퍼마켓,서울특별시,성동구,송정동,송정동,서울특별시 성동구 송정동 90,127.071415284085,37.556267290928396
153350,연흥슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,은평구,대조동,대조동,서울특별시 은평구 대조동 185-30,126.921033836572,37.6181332695136
153395,동화슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,신림동,신림동,서울특별시 관악구 신림동 1433-92,126.927342669266,37.4847197489427
153437,가정슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,용산구,청파동,청파동1가,서울특별시 용산구 청파동1가 117-2,126.96918031550899,37.547967341953296
153442,로얄마트,,소매,종합소매점,수퍼마켓,서울특별시,송파구,잠실본동,잠실동,서울특별시 송파구 잠실동 304,127.078529070261,37.5051972356856
153456,강일코사할인마트,,소매,종합소매점,수퍼마켓,서울특별시,강동구,강일동,강일동,서울특별시 강동구 강일동 699,127.177817072446,37.5583446791484
153488,우성슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,양천구,목2동,목동,서울특별시 양천구 목동 200,126.87573312917499,37.541519107693894
153561,신월하이퍼,,소매,종합소매점,수퍼마켓,서울특별시,양천구,신월2동,신월동,서울특별시 양천구 신월동 500-4,126.84995173284099,37.5233762352056
153578,고문안슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,면목2동,면목동,서울특별시 중랑구 면목동 138-3,127.08475403879,37.590926623936205
153727,국회슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 봉천동 635-531,126.940366297007,37.4880810583926
153774,동원슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,서초구,방배1동,방배동,서울특별시 서초구 방배동 918-1,126.99284086473999,37.4816830383817
154010,서울마트,,소매,종합소매점,수퍼마켓,서울특별시,동대문구,전농1동,전농동,서울특별시 동대문구 전농동 128-97,127.05109971585199,37.5821099579375
154031,대성슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,중구,황학동,황학동,서울특별시 중구 황학동 811,127.02302826779899,37.5659685307437
154083,COCOS,,소매,종합소매점,수퍼마켓,서울특별시,중구,을지로동,초동,서울특별시 중구 초동 55,126.992158229238,37.5635735605291
154096,미래마트,,소매,종합소매점,수퍼마켓,서울특별시,도봉구,도봉1동,도봉동,서울특별시 도봉구 도봉동 562-23,127.04520599207599,37.682663136463795
154130,태봉마트,,소매,종합소매점,수퍼마켓,서울특별시,강북구,번1동,번동,서울특별시 강북구 번동 417-82,127.02828282393101,37.6380590312829
154185,대광마트,,소매,종합소매점,수퍼마켓,서울특별시,노원구,공릉1동,공릉동,서울특별시 노원구 공릉동 589-26,127.07812406857799,37.6207626059783
154199,럭키할인마트,,소매,종합소매점,수퍼마켓,서울특별시,용산구,이촌2동,이촌동,서울특별시 용산구 이촌동 400,126.956652320543,37.5236282204697
154276,럭키슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,성동구,송정동,송정동,서울특별시 성동구 송정동 73-577,127.06712160854299,37.550241464051105
154419,삼성마트,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,당산2동,당산동,서울특별시 영등포구 당산동 374,126.905104571029,37.5348390770202
154436,침구마트,,소매,종합소매점,수퍼마켓,서울특별시,금천구,독산2동,독산동,서울특별시 금천구 독산동 1039-2,126.904032107898,37.466583933992894
154493,슈퍼콘크리트판매,,소매,종합소매점,수퍼마켓,서울특별시,강남구,압구정동,신사동,서울특별시 강남구 신사동 626-80,127.031565072212,37.522959738107794
154563,모노마트노원점,노원점,소매,종합소매점,수퍼마켓,서울특별시,노원구,공릉1동,공릉동,서울특별시 노원구 공릉동 492-1,127.07131815019501,37.6233222529375
154709,방이수퍼,,소매,종합소매점,수퍼마켓,서울특별시,강동구,천호1동,천호동,서울특별시 강동구 천호동 97-1,127.13511285623001,37.5436137007056
154725,효명슈퍼52번지,,소매,종합소매점,수퍼마켓,서울특별시,용산구,남영동,남영동,서울특별시 용산구 남영동 52-1,126.973743557458,37.542826087210706
154955,우믈슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,광진구,화양동,화양동,서울특별시 광진구 화양동 2-1,127.072154483749,37.5450279939938
154981,꽃동네수퍼,,소매,종합소매점,수퍼마켓,서울특별시,도봉구,쌍문1동,쌍문동,서울특별시 도봉구 쌍문동 452-2,127.02279379658,37.6505560736462
155152,연우마트수족관,,소매,종합소매점,수퍼마켓,서울특별시,관악구,조원동,신림동,서울특별시 관악구 신림동 1669-9,126.904668952445,37.4802677735011
155198,우리마트,,소매,종합소매점,수퍼마켓,서울특별시,관악구,성현동,봉천동,서울특별시 관악구 봉천동 41-110,126.953704084151,37.4884612411402
155277,엘에스컬렉션,,소매,종합소매점,수퍼마켓,서울특별시,용산구,이촌1동,이촌동,서울특별시 용산구 이촌동 301-160,126.98114151849501,37.5189042817897
155293,현대슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,은천동,봉천동,서울특별시 관악구 봉천동 925-37,126.94257988866501,37.4834604804246
155406,"슈퍼복권방,담배",,소매,종합소매점,수퍼마켓,서울특별시,중구,신당5동,신당동,서울특별시 중구 신당동 110-10,127.01777696796002,37.5650329232656
155475,홈플러스삼전점,삼전점,소매,종합소매점,수퍼마켓,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 삼전동 9,127.08978477665,37.504113127568296
155534,홈플러스E신사점,E신사점,소매,종합소매점,수퍼마켓,서울특별시,은평구,신사1동,신사동,서울특별시 은평구 신사동 20-7,126.910316595832,37.5988338331873
155535,홈플러스E반포2점,E반포2점,소매,종합소매점,수퍼마켓,서울특별시,서초구,반포2동,반포동,서울특별시 서초구 반포동 18-3,127.001041815623,37.5043420879885
155725,백양직매점,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,영등포본동,영등포동,서울특별시 영등포구 영등포동 618-496,126.907647192475,37.515661414040004
155838,대덕마트,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 양평동4가 178,126.896218236618,37.5374324377591
155928,농심할인마트,,소매,종합소매점,수퍼마켓,서울특별시,강동구,천호1동,천호동,서울특별시 강동구 천호동 49-35,127.139774346656,37.543683793301895
155982,가정마트,,소매,종합소매점,수퍼마켓,서울특별시,양천구,신월2동,신월동,서울특별시 양천구 신월동 445-4,126.842844805572,37.5235320733102
155996,빅할인마트,,소매,종합소매점,수퍼마켓,서울특별시,은평구,구산동,구산동,서울특별시 은평구 구산동 382,126.904959858258,37.6127592292023
156064,문화슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,노원구,하계2동,하계동,서울특별시 노원구 하계동 270,127.06564634628201,37.636603829676105
156477,에어텍매점,,소매,종합소매점,수퍼마켓,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항동 1373,126.80334253991501,37.5587742059066
156668,호야마트면목점,면목점,소매,종합소매점,수퍼마켓,서울특별시,중랑구,면목2동,면목동,서울특별시 중랑구 면목동 191-88,127.073969669932,37.5894639084043
157021,정동유통,,소매,종합소매점,수퍼마켓,서울특별시,서대문구,천연동,옥천동,서울특별시 서대문구 옥천동 10,126.962464580431,37.5695425266138
157222,럭키슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,노원구,하계2동,하계동,서울특별시 노원구 하계동 272,127.06590710379601,37.6338757515496
157223,명동유통,,소매,종합소매점,수퍼마켓,서울특별시,중구,을지로동,을지로4가,서울특별시 중구 을지로4가 158,127.000409563305,37.566986582215904
157292,굿마트관악점,관악점,소매,종합소매점,수퍼마켓,서울특별시,관악구,조원동,신림동,서울특별시 관악구 신림동 547-9,126.909877070297,37.483667844238
157386,신마트,,소매,종합소매점,수퍼마켓,서울특별시,구로구,구로2동,구로동,서울특별시 구로구 구로동 468,126.880840446531,37.4958127578464
157422,웰빙마트,,소매,종합소매점,수퍼마켓,서울특별시,광진구,자양2동,자양동,서울특별시 광진구 자양동 598,127.076658911726,37.531223135963295
157680,서대문미니슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,종로구,교남동,평동,서울특별시 종로구 평동 171,126.96752438911501,37.5671000164043
157738,행복슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,성북구,석관동,석관동,서울특별시 성북구 석관동 124-27,127.063960514235,37.61111809887
157761,소망슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암동 620-3,126.922504878642,37.589187550173705
157854,구만수퍼,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,중화2동,중화동,서울특별시 중랑구 중화동 325-81,127.07156237474899,37.5973021001953
158025,좋은슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,서원동,신림동,서울특별시 관악구 신림동 10-401,126.934915410998,37.4841395051278
158039,조광할인마트,,소매,종합소매점,수퍼마켓,서울특별시,구로구,고척2동,고척동,서울특별시 구로구 고척동 253-97,126.84900560075899,37.503219778872
158059,은평슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 응암동 98-61,126.92327942237,37.599871861759205
158090,365할인마트,,소매,종합소매점,수퍼마켓,서울특별시,강동구,상일동,상일동,서울특별시 강동구 상일동 207-1,127.171404451824,37.5507399904549
158301,롯데쇼핑롯데슈퍼우장산,,소매,종합소매점,수퍼마켓,서울특별시,강서구,발산1동,내발산동,서울특별시 강서구 내발산동 719-6,126.835923608019,37.5495850540676
158322,럭키슈퍼마켓,,소매,종합소매점,수퍼마켓,서울특별시,도봉구,창4동,창동,서울특별시 도봉구 창동 38,127.05393148511801,37.64370073791721
158396,신흥슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,금천구,시흥1동,시흥동,서울특별시 금천구 시흥동 870-2,126.900031552614,37.4580138079129
158411,우리유통,,소매,종합소매점,수퍼마켓,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암동 743-1,126.91689396124201,37.5841354565746
158412,신화슈퍼마트,,소매,종합소매점,수퍼마켓,서울특별시,강남구,논현1동,논현동,서울특별시 강남구 논현동 120-4,127.02186948081899,37.510850793909
158478,고속매점,,소매,종합소매점,수퍼마켓,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 반포동 19-4,127.00681633008001,37.5064271601893
158509,두산슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,강남구,청담동,청담동,서울특별시 강남구 청담동 109-15,127.051578283,37.52650109570621
158743,동양마트,,소매,종합소매점,수퍼마켓,서울특별시,관악구,신림동,신림동,서울특별시 관악구 신림동 1419-32,126.93185509863899,37.4862473650111
158796,현대아울렛마트,,소매,종합소매점,수퍼마켓,서울특별시,관악구,행운동,봉천동,서울특별시 관악구 봉천동 34-6,126.955915012943,37.484786489473294
158872,당곡,고매점,소매,종합소매점,수퍼마켓,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 봉천동 677,126.934241847458,37.49175631263729
158942,이마트everyday,,소매,종합소매점,수퍼마켓,서울특별시,구로구,고척2동,고척동,서울특별시 구로구 고척동 296,126.855088732253,37.503323949605296
158951,제일슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,구로구,가리봉동,가리봉동,서울특별시 구로구 가리봉동 110-11,126.888850070567,37.482633981180896
159191,88수퍼,,소매,종합소매점,수퍼마켓,서울특별시,관악구,난곡동,신림동,서울특별시 관악구 신림동 611-4,126.92031160454799,37.474365711267204
159195,베스코아,,소매,종합소매점,수퍼마켓,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 역삼동 790,127.037229475113,37.495046337479
159292,구통사슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,동작구,상도2동,상도동,서울특별시 동작구 상도동 산4-4,126.933230340887,37.5040374817331
159330,신행슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희동 533-42,126.920485286466,37.5698689219128
159347,가나마트,,소매,종합소매점,수퍼마켓,서울특별시,강서구,화곡본동,화곡동,서울특별시 강서구 화곡동 56-238,126.84911359716999,37.5389019430224
159390,신일슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,강북구,미아동,미아동,서울특별시 강북구 미아동 125-22,127.02719029874099,37.625390483546504
159459,현대슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,동작구,노량진2동,노량진동,서울특별시 동작구 노량진동 225-36,126.941112505028,37.508910986877396
159576,백슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 상계동 749-8,127.06231496787399,37.6492459643223
159669,영동슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,성동구,성수2가1동,성수동2가,서울특별시 성동구 성수동2가 610-3,127.057425353124,37.534756493509995
159853,나들가게,,소매,종합소매점,수퍼마켓,서울특별시,금천구,가산동,가산동,서울특별시 금천구 가산동 345-30,126.881856578356,37.4754407180431
160073,신일슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,서대문구,충현동,북아현동,서울특별시 서대문구 북아현동 1-1730,126.95869206158702,37.565688901365796
160168,영등포공판장,,소매,종합소매점,수퍼마켓,서울특별시,영등포구,영등포동,영등포동6가,서울특별시 영등포구 영등포동6가 147-1,126.902902735282,37.522942916400396
160258,베스트아울렛DC마트,,소매,종합소매점,수퍼마켓,서울특별시,구로구,오류2동,오류동,서울특별시 구로구 오류동 155-7,126.84257068218001,37.491470396756704
160372,우람슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,서초구,양재2동,양재동,서울특별시 서초구 양재동 204-7,127.03522759871001,37.46604295939579
160586,할인마트,,소매,종합소매점,수퍼마켓,서울특별시,중랑구,중화2동,중화동,서울특별시 중랑구 중화동 319-27,127.073187630348,37.5968283105894
160592,웰빙마트,,소매,종합소매점,수퍼마켓,서울특별시,동작구,상도1동,상도동,서울특별시 동작구 상도동 476-2,126.95183146232701,37.497851607835
160695,행복중심서울생협,반포매장,소매,종합소매점,수퍼마켓,서울특별시,서초구,반포본동,반포동,서울특별시 서초구 반포동 968,126.98598662301201,37.5002581918187
160748,개그스토리마트,,소매,종합소매점,수퍼마켓,서울특별시,광진구,중곡3동,중곡동,서울특별시 광진구 중곡동 607-10,127.08586297453199,37.570616614005104
160749,중앙슈퍼,,소매,종합소매점,수퍼마켓,서울특별시,성북구,길음2동,길음동,서울특별시 성북구 길음동 864-18,127.02983348788601,37.609418830386
160862,국군복지단서울지원본부육사생도마트,,소매,종합소매점,수퍼마켓,서울특별시,노원구,공릉2동,공릉동,서울특별시 노원구 공릉동 230-30,127.101983625158,37.6280468021555
161019,신촌오렌지마트,,소매,종합소매점,수퍼마켓,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 대현동 11-1,126.95030147676901,37.5642810556138
161167,유풍쌀마트,,소매,종합소매점,수퍼마켓,서울특별시,종로구,부암동,신영동,서울특별시 종로구 신영동 241-7,126.96084422703301,37.6046777322604
161511,삼청마트,,소매,종합소매점,수퍼마켓,서울특별시,종로구,삼청동,팔판동,서울특별시 종로구 팔판동 106-2,126.98115918291799,37.583284025076
161784,대산마트,,소매,종합소매점,수퍼마켓,서울특별시,강남구,대치2동,대치동,서울특별시 강남구 대치동 974,127.060492030464,37.500441743702204
161822,궁동상회,,소매,종합소매점,수퍼마켓,서울특별시,구로구,오류1동,오류동,서울특별시 구로구 오류동 27-46,126.843369410092,37.497605302688
162019,롯데슈퍼창천점,창천점,소매,종합소매점,수퍼마켓,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 창천동 506-20,126.928517000122,37.5583997968706
162086,롯데수퍼,,소매,종합소매점,수퍼마켓,서울특별시,서초구,잠원동,잠원동,서울특별시 서초구 잠원동 58-24,127.011922479411,37.508614488461795
162087,대림할인마트,,소매,종합소매점,수퍼마켓,서울특별시,구로구,신도림동,신도림동,서울특별시 구로구 신도림동 649,126.882429730482,37.509064135019
